Country,Year,Total Energy Consumption (TWh),Per Capita Energy Use (kWh),Renewable Energy Share (%),Fossil Fuel Dependency (%),Industrial Energy Use (%),Household Energy Use (%),Carbon Emissions (Million Tons),Energy Price Index (USD/kWh),Cluster,PC1,PC2
Russia,2004,8590.41,1873.24,24.93,75.58,53.47,27.8,4321.08,0.42,0,2.020959643265919,-0.0632746675308091
UK,2018,475.71,35943.65,7.19,59.64,32.63,10.93,775.8,0.26,0,-1.0125348020335023,1.014848728930907
Japan,2003,1593.69,11464.0,43.83,34.87,45.8,38.2,1257.41,0.08,1,-0.5699328809967802,-1.3945960097615713
Brazil,2013,1338.65,35218.94,32.7,52.0,54.94,24.34,1112.94,0.07,0,-1.3288615486424873,-0.45344510653333026
UK,2015,4090.45,43502.27,88.93,72.2,44.87,30.52,4858.1,0.46,2,-1.4750691933360096,0.8086982891667261
Germany,2019,9970.17,5491.16,78.82,28.9,39.71,35.61,886.18,0.09,2,0.8145015009341653,-1.935738673077938
Australia,2023,1816.24,12318.94,75.18,18.27,21.41,17.06,3009.75,0.4,1,-0.5119253455721893,-0.09644467920809481
Russia,2005,1540.28,1691.84,47.59,19.15,47.26,26.2,3182.92,0.08,1,0.11899471863866874,-1.9851005114929625
India,2022,9159.05,2669.58,73.6,44.64,59.9,35.9,3113.52,0.13,2,1.0372000528108005,-2.0798610836773737
UK,2024,8832.3,1966.08,27.68,61.25,52.34,26.13,3473.73,0.12,0,1.823405601720566,-1.6541772289655912
USA,2005,419.18,40133.78,52.66,56.01,45.38,21.78,2445.41,0.17,0,-1.86969993492634,-0.1457384968576629
Germany,2002,7541.89,15265.49,38.4,41.77,38.77,21.07,464.26,0.23,0,0.7057467459529453,-0.22587552967089072
Germany,2014,6589.11,24913.97,19.56,61.05,28.97,21.52,3521.12,0.11,0,0.7899630767840532,-0.7445945371193523
USA,2002,7700.63,39498.29,11.17,54.38,47.68,28.46,1441.47,0.49,0,0.7945147589392126,2.383459878907341
Japan,2010,4995.57,24999.71,52.45,53.98,27.09,11.37,425.57,0.05,2,-0.7438468231815314,-1.1339900938014604
India,2002,9914.65,21745.21,13.3,24.17,55.48,22.46,890.44,0.4,1,1.9772989692374203,1.3643665957815407
Brazil,2009,534.09,1072.87,66.03,31.88,34.16,26.82,1471.74,0.29,1,-0.754569459972773,-0.9041852511973834
Australia,2017,2420.28,28617.96,83.32,34.11,35.99,33.59,2190.58,0.09,2,-1.5663431244630437,-1.328364623935027
Russia,2000,4025.81,6674.78,18.78,66.57,28.64,25.9,4313.55,0.1,0,0.8235982444517169,-1.611895693529285
Australia,2015,4552.8,38350.09,45.03,64.26,39.27,37.79,2705.69,0.32,1,-0.6424545190600452,0.7007727222583271
India,2015,9221.54,13258.02,67.8,27.69,47.22,23.31,2386.24,0.19,2,0.9696823489088087,-1.0980631527965818
Australia,2009,5644.04,33872.28,29.38,13.86,32.11,29.52,996.73,0.25,0,0.31018774582642167,0.7592546479768132
USA,2000,546.6,32488.06,83.26,63.74,48.07,10.53,4798.35,0.3,2,-1.871190773311042,-0.42140628773707184
Germany,2003,4137.84,31025.44,80.52,38.69,44.82,17.15,4547.15,0.31,2,-0.6948748728613595,-0.23529643668431702
Australia,2002,4223.26,13714.12,13.82,25.39,34.9,34.46,4089.58,0.31,1,1.3346646425695115,0.12232890554201413
Canada,2004,9658.36,13720.94,7.33,18.19,32.51,27.59,1649.6,0.08,1,2.247077214637831,-0.7613743685722504
UK,2011,6032.05,43220.88,88.0,10.9,54.45,38.39,2830.06,0.38,2,-0.7022369402465919,0.8560994229494114
India,2024,6392.95,1133.96,86.3,39.94,20.48,32.59,1974.79,0.18,2,0.07910879316473268,-1.877713443122868
Japan,2011,7161.21,9485.37,40.89,33.78,48.64,23.49,2044.43,0.1,0,0.9910137616215875,-1.3838863010975244
Canada,2012,7723.39,30703.46,9.3,58.75,36.69,33.36,407.05,0.1,0,0.6091190978333041,-0.05255352025950307
USA,2023,6387.01,40943.79,57.6,78.37,48.71,24.03,743.22,0.16,0,-1.1531416422090157,-0.10127516955358187
China,2011,2448.22,18238.1,29.94,24.47,40.3,19.91,4807.79,0.33,1,0.5877274838114026,0.09989544988902702
USA,2024,8753.05,32845.45,84.62,27.01,23.35,11.41,3069.91,0.26,2,0.08357989815575774,-0.2635927190225144
Japan,2015,7347.99,28079.24,72.55,33.61,59.28,35.97,81.23,0.1,0,-0.5132672708435339,-0.868761960687887
Japan,2012,7444.52,3694.74,60.22,42.62,23.44,22.57,4055.47,0.06,2,1.019470259422799,-2.3732020679833132
Canada,2004,9965.91,31276.63,29.18,58.84,26.34,30.56,480.86,0.06,0,0.6701341436494671,-0.5299758625024785
UK,2023,8045.01,40788.22,64.61,34.64,36.81,14.59,3555.37,0.24,2,0.08499974730140027,0.10164076725120882
India,2003,8308.6,49626.19,29.58,17.29,57.78,34.87,3123.2,0.4,1,0.8603899122753698,1.9531231560927031
Brazil,2020,9518.91,1967.18,8.2,61.12,31.72,34.73,361.61,0.31,0,2.028169932791539,0.07854134535778635
Germany,2014,1596.23,33172.88,48.22,65.62,42.75,24.46,2678.15,0.41,1,-1.1919986407547487,0.9629480798147517
Canada,2011,5027.5,21020.2,46.54,27.34,40.86,30.16,284.8,0.19,1,-0.11757543081395862,-0.2763203940573648
Japan,2018,5847.61,984.5,69.86,19.57,33.21,25.64,368.73,0.11,2,0.22294053295024555,-1.7861613759888844
China,2020,3359.83,30910.87,78.58,46.95,47.85,26.57,303.34,0.41,1,-1.5378249754501787,0.8362219766158856
Russia,2018,8410.09,6560.15,35.13,24.58,40.06,36.66,1314.43,0.38,1,1.6737968565463879,0.3187785973434953
Japan,2020,7647.95,19239.06,43.21,36.19,43.13,39.01,4018.76,0.32,0,1.210895524413994,-0.03127921129389785
UK,2010,7236.74,13437.67,44.98,64.42,28.41,21.02,1844.15,0.45,0,0.6794908091330037,0.6155202234031998
UK,2020,9971.78,18377.59,32.56,25.37,57.06,19.95,3215.71,0.33,0,1.9965959954692545,0.2883640734978534
Japan,2005,2667.88,24888.43,68.19,66.44,24.42,19.11,668.0,0.29,1,-1.539493808508217,-0.06573668911942271
UK,2008,7381.03,18280.87,49.38,57.18,47.61,33.12,4667.68,0.28,0,0.890172252326072,-0.5459880350849703
Canada,2000,5558.9,27860.23,82.69,25.38,55.44,31.69,2545.99,0.33,2,-0.47940885610490047,0.03200606726950705
Japan,2011,3198.59,12313.16,60.28,46.85,23.36,11.31,171.74,0.28,1,-0.7402416705415347,-0.35057165236557325
Japan,2013,1689.81,31950.41,23.01,52.98,21.15,12.65,2710.16,0.17,0,-0.6245353770905826,-0.0688275577620375
India,2005,8969.25,42761.27,19.01,24.02,33.33,29.39,963.42,0.48,1,1.0761079602487862,2.530781181921643
Germany,2000,5995.01,11591.32,36.65,20.15,51.6,18.25,1019.29,0.48,1,1.0056529173960491,1.1064069263444989
China,2021,8266.84,25639.92,34.49,47.18,48.69,12.75,3021.85,0.13,0,0.9264322794809686,-0.6810295301235666
UK,2001,5498.92,32610.14,39.61,58.57,52.89,22.41,1170.6,0.29,0,-0.34315596269324133,0.5972970769133084
India,2023,2277.77,28448.99,20.61,42.55,35.9,36.32,1109.21,0.41,1,-0.3042463385961578,1.4449665841652186
Brazil,2010,3441.73,18599.65,88.15,14.9,59.75,20.99,2727.75,0.07,2,-0.8449838485235517,-1.8708438264987497
Brazil,2002,3877.23,32288.89,17.39,74.76,34.64,30.87,1215.52,0.11,0,-0.5380354058540546,-0.22333494332286016
Australia,2009,9732.05,1898.19,60.48,58.65,52.22,37.02,597.04,0.3,0,1.0289095996040671,-0.7076731135614958
Canada,2005,155.77,18810.36,6.11,53.48,34.03,15.08,2070.87,0.06,1,-0.41241196822973275,-0.8994061034303207
Canada,2005,9858.09,26864.3,39.59,55.05,28.74,28.29,307.39,0.42,0,0.8286500919374139,1.2606832567537642
USA,2019,9806.57,1520.35,31.28,37.9,33.47,37.23,4531.35,0.44,2,2.6453053612973894,0.08548306009703152
China,2020,9961.89,25628.62,37.47,78.91,27.71,15.8,2285.11,0.38,0,0.961039261585133,0.676811558876901
Japan,2001,4818.22,32885.6,47.34,19.29,25.16,39.66,114.82,0.42,1,-0.31349713083770114,1.5337718724707514
UK,2023,9641.71,38080.78,56.03,61.74,34.56,20.95,1162.03,0.35,0,0.10633871145889605,0.9305524457535703
China,2009,4016.43,6112.02,54.6,39.46,25.87,16.53,4791.2,0.11,0,0.46476657688343975,-2.0083987711354543
Australia,2022,360.31,49532.96,58.61,71.68,40.09,35.13,2507.13,0.06,0,-2.5354291250522314,-0.5720516581996618
USA,2005,2321.04,30505.3,76.79,60.21,21.42,24.04,1826.5,0.43,1,-1.613933287715299,0.7170745871020231
India,2022,9458.43,18478.09,80.37,49.36,37.25,30.12,1609.8,0.37,0,0.362320125885627,-0.03271788861369509
China,2016,236.27,12830.1,67.67,75.64,58.32,24.69,2114.0,0.23,2,-1.6378211347806042,-1.0822185718602781
India,2013,5505.34,28858.39,11.71,73.87,34.35,29.31,1098.23,0.41,0,0.2668695993706688,1.4670604462406578
Brazil,2004,848.46,44144.73,86.71,13.66,25.51,11.06,3758.18,0.07,0,-2.0011202185772015,-1.0120268560761492
UK,2022,2935.33,26267.99,85.53,23.48,32.21,20.51,2566.11,0.19,2,-1.1729817916108498,-0.8742686736207342
Australia,2016,972.12,33242.87,65.49,57.32,51.65,29.72,3769.6,0.2,2,-1.5854380468196025,-0.5725374856068787
Japan,2001,8609.33,18205.97,48.98,74.53,32.55,20.52,1309.19,0.1,0,0.31855699307221097,-1.2348468507474333
UK,2008,5951.6,19713.54,26.3,40.12,35.34,33.27,57.19,0.38,0,0.5211234506694715,1.016247051868336
Germany,2011,9030.85,14665.67,69.29,12.68,51.55,38.83,4832.83,0.4,2,1.5652333063826496,-0.0966519157553905
Canada,2018,6914.7,35429.05,79.62,55.03,30.42,11.12,2584.73,0.31,2,-0.667144179902917,0.1254713653983361
Australia,2021,9713.19,18279.78,61.54,23.63,39.13,35.66,444.71,0.24,1,0.8312015710665474,-0.2827054333067564
China,2006,5147.79,9940.46,58.47,48.66,22.53,15.07,563.57,0.32,1,-0.1085883606069106,-0.23390540692561043
UK,2008,6423.23,18785.33,21.41,36.93,26.96,37.52,2201.66,0.45,1,1.1946180648566853,1.2039983318098166
Russia,2020,5805.46,42764.45,35.41,49.06,28.38,38.4,3491.56,0.21,0,-0.06426132387589234,0.34038175759411665
Canada,2015,4894.18,37043.48,66.47,75.27,38.54,27.08,2013.38,0.2,0,-1.2996156273117756,-0.28713357240742776
Canada,2019,8475.0,17064.72,6.44,44.01,52.84,24.37,4109.75,0.33,0,2.1820988668654357,0.402289626357425
Russia,2010,6480.8,45387.04,59.51,12.42,34.18,32.75,1678.84,0.36,1,-0.27721436801048766,1.3447196673639668
USA,2011,8032.99,4204.22,70.17,50.66,35.22,37.54,275.75,0.26,2,0.370048578529132,-0.9159443212869554
USA,2014,7885.0,2962.81,33.45,32.8,32.04,16.97,91.04,0.44,1,1.4497151264709522,0.6611955907151321
Russia,2017,1991.35,6809.78,11.47,64.47,32.82,21.47,4304.25,0.21,0,0.6055081151857052,-0.8756103048473678
Germany,2018,6536.62,6264.51,74.63,42.89,36.14,22.53,4923.09,0.34,2,0.7646063363438231,-0.9760779605701166
Brazil,2015,2076.52,4847.8,17.06,61.9,55.98,35.37,707.35,0.35,1,0.11159507261819329,0.2224630887477379
Russia,2014,5874.87,33236.46,36.52,73.62,20.98,14.11,357.1,0.18,0,-0.5876060421085113,0.07084625269834803
Brazil,2004,6806.6,30241.7,65.12,35.36,44.98,28.69,4576.32,0.06,2,0.13446603763216647,-1.4683002900246995
UK,2010,9972.63,32556.47,74.44,79.26,55.51,20.53,548.74,0.42,1,-0.2858430645450597,0.8763290231927722
Germany,2014,402.37,34574.12,78.3,20.49,36.68,36.57,1180.6,0.27,1,-1.9882611123944747,0.16715254616607134
Australia,2017,1003.3,37965.55,50.09,55.08,46.04,20.19,4018.15,0.09,2,-1.4071408515457553,-0.8357583202012024
Brazil,2012,862.56,10755.26,45.45,12.43,43.43,39.34,4990.02,0.48,1,0.38867527400119406,0.4863312004490971
Canada,2003,4043.78,31304.02,77.11,24.91,33.55,10.47,2455.77,0.18,2,-0.9310266262819986,-0.6144856492029519
UK,2016,8233.72,29212.41,52.86,54.36,25.5,17.19,1093.32,0.26,1,0.12217018552312116,0.15424519156116573
Canada,2003,8456.16,47211.17,54.19,13.23,28.78,23.72,4246.2,0.27,2,0.5792698316288357,0.6642043140929783
Germany,2015,7396.1,12002.2,41.89,17.13,22.3,17.69,2001.84,0.22,1,1.2124546970008099,-0.5400187881417917
Brazil,2022,8979.09,3406.79,36.69,30.37,50.59,32.12,1399.58,0.12,1,1.6304391819757105,-1.343777616118747
India,2014,3296.31,32848.01,45.85,50.29,41.31,34.44,2477.56,0.37,1,-0.6300137887085405,0.8472655380115143
Germany,2013,972.73,37138.56,36.01,11.12,51.43,30.93,4286.2,0.14,0,-0.522216279664488,-0.2423099513470741
Germany,2011,675.71,14518.2,34.2,43.76,31.61,39.11,1203.35,0.36,1,-0.5769964942647469,0.422988392510944
India,2002,8536.11,28757.0,89.46,53.8,52.19,23.68,2147.98,0.41,0,-0.28639475842533013,0.376318303339401
UK,2009,7331.32,3447.04,33.58,38.18,32.37,39.39,2249.01,0.06,0,1.3226639823091277,-1.7851877874167594
Brazil,2007,7016.29,48022.22,26.79,14.73,24.85,13.74,4172.18,0.38,1,0.8536946115871507,1.6939465052544755
Brazil,2005,3462.8,5941.29,35.08,52.76,41.35,35.38,3396.23,0.34,2,0.5465995002877128,-0.3200275625350461
Canada,2021,3861.06,3844.74,55.22,52.41,57.81,11.15,3913.41,0.14,0,0.21910486074575708,-1.8783333452755542
Germany,2013,9585.32,2683.45,82.43,45.42,36.58,25.96,3482.26,0.33,2,1.1418961010857298,-1.0989809002584472
Germany,2016,731.67,21649.96,71.97,58.52,40.62,24.53,2983.75,0.24,2,-1.5415561713890562,-0.7817682474307824
Japan,2020,7759.94,5309.41,76.59,24.55,38.05,35.69,705.43,0.09,2,0.37623992744027834,-1.8814815958763753
Australia,2018,3165.37,37360.09,78.02,57.5,38.3,31.02,4173.1,0.29,2,-1.3412025885623406,-0.1112928844737705
Germany,2015,486.64,44994.27,83.24,21.3,28.57,23.23,3056.03,0.49,1,-1.9351302226608162,1.526444126502525
China,2014,7451.44,13380.84,24.98,37.49,36.9,36.87,3520.8,0.34,0,1.6477235178252958,0.16237083170424968
Australia,2014,3376.03,31624.27,43.96,14.73,39.88,36.58,3904.8,0.2,0,-0.029237085213677842,-0.17456312221420242
China,2000,7249.26,2595.75,37.74,67.34,49.79,10.74,1592.91,0.3,0,0.9818457688375706,-0.538791698348807
Brazil,2023,7105.78,19634.94,37.46,47.68,25.59,36.13,2214.71,0.38,0,0.818558445974009,0.5745998686748627
Australia,2022,5394.39,15000.63,60.44,77.97,42.86,25.8,2729.39,0.12,0,-0.3640485608120419,-1.595808364201581
Germany,2022,7795.99,11816.65,39.15,75.96,46.49,35.17,1746.97,0.29,0,0.7224824360294457,-0.31714700672323437
India,2011,5852.28,32413.81,57.39,79.9,35.31,15.44,1329.76,0.28,0,-0.8516017555178451,0.18633036007866363
Canada,2009,2937.7,6946.28,37.49,17.09,41.97,14.53,3895.32,0.22,0,0.7360766557751397,-0.9187211139620884
China,2013,7367.74,43105.17,31.45,52.46,48.43,31.67,3780.97,0.39,1,0.5078177566441607,1.3958092259953538
Australia,2009,5932.48,33409.38,35.01,38.53,38.6,18.26,4167.41,0.3,0,0.5461289146907219,0.4685164470851109
Germany,2009,226.0,35681.39,73.32,47.29,33.33,26.77,3498.64,0.36,2,-1.8150404901296124,0.40164282332092344
Australia,2019,9026.28,46799.54,56.09,31.61,52.99,30.66,1593.05,0.32,2,0.08430630485025153,1.1573431093274178
Germany,2010,5501.87,47147.46,87.79,13.36,59.55,28.31,1668.66,0.4,2,-1.139575041151753,1.250855941658834
Germany,2021,8699.41,27806.79,75.78,59.54,28.67,30.97,2662.58,0.34,0,0.03953731366994799,0.039468974625136065
Germany,2015,8839.09,25021.3,46.29,77.61,55.58,28.61,4186.2,0.35,0,0.8340677115030904,0.133174747398728
Japan,2008,4505.17,17101.39,25.6,47.27,41.82,21.37,1764.15,0.15,0,0.31327232696150864,-0.6329465930051273
Canada,2014,5125.83,35920.79,62.28,33.07,37.92,12.71,3841.4,0.43,2,-0.19324503462358317,0.9976998898711581
India,2013,4215.97,27141.34,66.76,75.68,55.73,35.66,1563.18,0.12,0,-1.2989717058063301,-1.0751082465524886
India,2018,4549.42,46677.32,44.45,35.53,56.41,35.38,1725.7,0.2,2,-0.8063672195889997,0.5729884894660894
Australia,2008,8961.96,12311.98,24.54,74.02,30.91,10.17,3774.21,0.45,0,1.7510251320515444,0.5839774503926096
Australia,2003,7902.63,15857.51,52.37,69.9,34.33,35.23,3408.95,0.1,0,0.5459129394383022,-1.6077532156831758
Germany,2020,1352.6,16146.48,26.58,47.01,54.08,14.53,1080.73,0.44,1,-0.3069661219069148,1.0507468028435685
Japan,2006,6142.05,40396.92,84.9,57.38,39.63,19.99,4143.76,0.26,2,-0.9163345509688969,-0.24545341174639795
Germany,2021,9959.48,5402.5,58.46,59.02,31.52,22.4,3933.82,0.13,0,1.4337231209282724,-1.9258485363367133
Japan,2007,5995.95,23054.63,29.81,54.88,58.49,30.39,3997.22,0.38,1,0.8303928071957376,0.5585543141591947
Germany,2023,7880.13,21665.25,23.34,21.25,28.68,12.77,2378.24,0.18,0,1.413379144077246,-0.21165131238449833
China,2007,7713.71,4120.41,65.92,58.49,44.41,34.8,1676.77,0.36,0,0.6003516107137331,-0.49121407655493227
China,2018,3568.14,20834.45,65.16,10.23,37.12,38.28,4256.42,0.41,1,0.14730625156716207,0.3088081083485582
Brazil,2014,3781.31,25912.21,55.76,59.7,38.05,38.58,2961.65,0.31,1,-0.5887290462292633,0.010772776888999672
Germany,2015,7268.36,3722.68,57.22,48.84,24.24,12.76,4658.35,0.4,2,1.313111198974591,-0.4820628757994723
Canada,2021,5049.84,25738.18,56.33,28.18,30.29,37.58,1306.44,0.47,1,-0.10576380191468342,1.2476550286634775
Brazil,2022,5748.65,47982.28,35.61,66.26,26.68,27.03,4879.35,0.3,0,-0.14091166467077823,0.8128946297484936
Australia,2008,7157.77,48956.26,84.68,38.37,49.98,31.81,1927.13,0.12,0,-1.182459988348148,-0.37008709495215036
UK,2011,7797.99,26818.15,45.74,44.0,47.91,37.92,1953.14,0.37,0,0.5779251285024469,0.727003313544639
Germany,2015,2788.01,25997.3,6.73,11.94,51.76,29.83,1232.14,0.23,1,0.4136582002184791,0.6210154689888028
China,2003,1553.26,14632.65,34.61,38.09,47.97,23.7,4826.88,0.29,1,0.2135201505401522,-0.39103926587608545
UK,2004,2988.77,49857.22,16.07,21.72,25.15,25.75,246.59,0.33,1,-0.6532780433760749,2.052666832840339
Japan,2007,5124.63,14074.34,35.89,29.33,59.14,30.54,2393.12,0.37,1,0.7879096987796915,0.3733027076615927
UK,2000,3487.2,22918.61,56.7,27.65,27.54,38.34,1859.13,0.34,1,-0.3869346705319095,0.3197804584013841
Canada,2005,5726.79,645.24,6.93,13.22,34.02,36.69,838.35,0.15,1,1.715545751293342,-0.7479468019175254
Germany,2014,629.31,17787.0,78.97,42.23,48.28,27.31,3580.56,0.39,2,-1.212194521074727,-0.16951162787229454
India,2003,5146.53,4036.29,56.88,46.58,25.62,16.33,4496.69,0.41,2,0.8272338370219242,-0.38784118927868705
UK,2020,3743.05,37319.33,30.11,49.97,26.82,20.4,1255.67,0.07,0,-0.7364360466868436,-0.3380837839770967
India,2010,5393.2,28270.22,31.45,42.36,55.06,20.85,2513.39,0.19,0,0.2626206828862723,-0.12631479522191796
Japan,2004,4283.08,28822.51,44.58,70.87,33.28,18.68,2912.16,0.49,1,-0.3269958612788254,1.2665599494208848
Brazil,2017,2913.84,14682.31,26.09,12.64,46.62,32.4,1982.92,0.13,0,0.41492543586273395,-0.7369955882824295
India,2023,9050.67,40837.37,5.37,52.97,54.35,35.08,4611.61,0.13,0,1.4607897964048804,0.07740893225728075
Brazil,2014,1929.17,661.91,7.26,70.63,58.93,19.59,2334.51,0.32,1,0.5564640464439337,-0.20856306893806303
China,2017,6845.52,17013.26,35.41,12.87,28.41,35.38,4914.76,0.2,2,1.577038978618192,-0.7137901926248661
Germany,2019,9253.98,33145.13,15.56,44.74,24.92,32.03,1511.27,0.35,0,1.2696602266206396,1.3177609118253744
UK,2012,5432.83,45442.17,6.9,51.23,49.63,23.23,412.57,0.17,0,-0.1776478070713087,0.9613507339930598
China,2004,8776.44,12113.49,78.04,23.36,27.53,30.96,2896.09,0.24,2,0.8507034748592907,-1.0394795919937085
China,2000,1336.03,27284.45,28.3,27.68,43.21,33.08,4125.53,0.5,1,0.06880066895599174,1.5045689522532395
Russia,2021,4988.51,27130.58,47.77,64.99,41.31,26.83,1972.54,0.22,0,-0.46071653027469733,-0.2476842902942155
USA,2017,4624.55,43771.63,20.25,49.72,42.4,23.29,966.24,0.09,0,-0.5478156314313889,0.19452088343872714
Canada,2013,180.38,3000.59,8.97,32.1,45.99,13.05,3704.29,0.38,1,0.7397624792358816,0.18592339329920665
Brazil,2004,4488.25,21511.54,68.31,63.53,54.04,10.04,1390.88,0.31,0,-0.8564293365192166,-0.1491864929238512
Russia,2005,3753.39,9532.05,15.62,62.27,30.87,38.12,3860.2,0.25,0,0.8233950933157675,-0.5296610840754702
USA,2023,6731.01,1565.86,7.19,34.18,42.21,18.02,1348.49,0.46,1,1.9851047990007824,0.9164934846485342
Canada,2024,9389.46,7778.03,54.91,44.21,33.47,29.89,2808.58,0.12,0,1.281337262017818,-1.6504218642814314
Brazil,2015,949.33,48835.3,6.14,56.52,32.75,38.3,4444.0,0.27,0,-0.632796387194256,1.1463880480387887
Germany,2021,3342.02,11135.0,42.08,34.03,20.82,34.55,1062.85,0.14,1,-0.09863725549253459,-1.0056044070612489
Canada,2020,4496.24,46784.02,29.55,54.03,43.98,13.68,4112.44,0.09,0,-0.4036361267302136,-0.2160171986741642
UK,2011,4606.34,10660.09,32.15,27.58,58.9,34.06,1363.88,0.25,1,0.6173210889984372,-0.26361183749854245
China,2019,7770.62,46599.11,5.33,30.44,50.45,31.79,3320.29,0.48,1,1.2845063107116428,2.545710163629914
USA,2017,4489.62,32903.74,86.97,31.75,29.71,19.88,1256.38,0.37,1,-1.2200342531969866,0.5202532126376823
USA,2001,368.9,6104.32,48.94,75.52,48.64,30.69,617.12,0.16,2,-1.2986710494493652,-1.302528148169861
USA,2022,7130.03,29304.8,53.66,68.36,31.89,34.78,3336.92,0.26,0,0.055336511971157964,-0.18617741888566788
Brazil,2020,8859.81,16266.44,61.62,49.56,50.15,18.74,2994.7,0.41,2,0.9391890969459746,0.19608708831243582
UK,2022,5187.66,19466.08,72.79,49.47,54.2,36.07,2037.34,0.14,2,-0.5887819862279526,-1.2796513006126538
Canada,2012,5852.97,22288.46,56.67,13.93,33.37,12.36,231.58,0.14,0,-0.07522182239912378,-0.5874834864057369
China,2016,1713.07,21424.0,69.79,55.47,20.09,25.82,2402.63,0.13,2,-1.4008217589892789,-1.3045143352960575
UK,2016,2284.39,33373.39,43.14,32.97,32.2,17.0,786.1,0.32,1,-0.9389259193852558,0.8888975741000642
Russia,2015,2428.19,38534.22,36.56,52.86,28.23,31.84,1829.38,0.06,0,-1.159688132694093,-0.5231813509817715
Germany,2020,4364.35,16794.3,74.97,68.82,44.74,15.25,2951.68,0.31,2,-0.6903414546203792,-0.6293928957332746
India,2017,9288.64,46256.02,78.55,13.18,31.6,20.24,4699.79,0.42,2,0.46469450139516344,1.1059784803487236
UK,2007,5265.67,46954.08,16.71,52.49,21.44,13.82,2580.99,0.4,1,0.03186313683937342,1.9356846433673385
Russia,2002,2001.77,2514.18,51.13,49.49,41.25,34.36,1014.18,0.35,1,-0.3703269886096451,-0.31457409754019133
China,2016,2734.27,1237.99,63.11,24.47,54.99,13.97,4733.82,0.15,0,0.3211174004847465,-2.016223170270703
India,2017,3901.75,21540.78,12.11,55.25,38.05,31.69,178.25,0.42,0,0.1738157641616725,1.4224863251841113
India,2022,6270.26,29736.94,84.02,48.84,35.05,31.22,3231.96,0.48,1,-0.4426385299814689,0.7686107809482399
UK,2005,4456.33,14256.28,49.21,63.71,27.14,14.27,1348.84,0.13,0,-0.3777551196541881,-1.1928329392426136
USA,2007,3985.2,13340.98,59.86,17.74,35.5,26.98,3799.68,0.46,1,0.4597029486053134,0.40907626696422406
Australia,2022,5690.81,34077.52,20.15,41.05,33.24,24.91,1689.55,0.43,1,0.4489173337432405,1.728807232052205
China,2012,2494.17,30284.36,27.48,79.86,59.8,27.84,2172.29,0.49,1,-0.6410849658629657,1.599465075641791
USA,2007,881.14,8773.77,15.29,58.25,21.22,38.12,3863.56,0.19,0,0.19263546880678503,-0.8931306654120046
China,2018,341.7,44282.8,27.44,57.9,29.55,12.42,4494.2,0.47,1,-0.952119120604368,1.8169553185648675
Australia,2005,2587.47,34158.82,46.85,32.25,22.75,34.62,953.64,0.13,0,-1.0719785270429585,-0.23658641143021802
Germany,2022,1006.76,18447.52,75.86,16.57,54.3,35.86,1516.65,0.13,2,-1.3136391837609185,-1.2361182620861095
Australia,2014,3429.77,34339.42,50.37,76.46,36.69,13.79,71.41,0.1,0,-1.6140621637660317,-0.5202905781939715
Japan,2009,7752.04,6076.33,25.78,17.38,51.85,29.68,4290.03,0.24,2,2.196927955271256,-0.7082281613184005
UK,2016,7191.31,23678.68,8.79,79.49,47.69,31.06,4738.28,0.06,0,1.1508288858681672,-1.1523283593060099
UK,2000,6148.18,8864.73,57.87,18.8,57.12,26.46,1433.26,0.22,1,0.5691551129660934,-0.8186871625228044
Russia,2006,8539.75,2550.85,40.71,21.96,20.95,25.09,1953.55,0.33,1,1.8029836294238726,-0.2615949414428375
USA,2012,2892.47,17247.15,88.67,31.59,28.29,19.53,2173.33,0.09,2,-1.2033582318134142,-1.818012475190837
Russia,2002,8862.03,7961.41,71.28,45.87,48.08,30.67,2078.27,0.42,2,0.8844908254537627,-0.06667139252881073
Japan,2018,4052.47,31859.14,73.71,65.33,43.41,18.57,1994.73,0.18,0,-1.3981404014812209,-0.6569778717084225
Australia,2014,4068.84,33866.36,6.04,77.97,47.79,23.8,2405.58,0.07,0,-0.17203879389821522,-0.39519166828343566
UK,2004,4112.98,7860.27,71.11,35.12,43.02,35.72,811.23,0.22,2,-0.43364197011845945,-1.0359050345229373
Brazil,2010,1071.13,1718.34,21.54,11.43,43.24,12.69,335.52,0.11,1,0.20856913267231347,-1.0848180550320334
Australia,2021,9757.36,39744.12,54.79,53.17,57.3,25.85,3631.46,0.41,0,0.6476120862180013,1.0911333769887825
Australia,2017,1471.22,601.82,43.03,59.76,56.85,24.58,4240.5,0.2,0,0.03775487931632375,-1.5713671955002129
Japan,2002,3474.77,17523.7,53.59,37.82,21.52,21.35,4060.45,0.1,0,-0.08958091617801314,-1.5261088551883883
Germany,2005,3261.07,24981.87,16.34,22.84,36.55,27.93,3151.8,0.25,1,0.5535437683788689,0.29186255352174084
China,2002,839.33,41022.79,43.84,31.42,40.42,10.47,4845.62,0.25,2,-0.8926681032228954,0.2779998086663622
Japan,2004,1607.38,42008.65,8.14,55.91,34.32,24.77,57.64,0.17,0,-1.093189773518854,0.8229106596779504
China,2008,544.1,36384.5,8.48,44.59,21.98,24.57,1631.73,0.2,0,-0.7741120621549771,0.6285675977471431
UK,2018,2994.8,12736.28,60.91,62.04,38.89,25.48,1584.58,0.4,1,-0.6677567918978744,0.110750085215015
